split,score_name,top_k,rankic,annualized_return,alpha,sharpe_ratio,information_ratio,max_drawdown,turnover,excess_win_rate,signal_conversion_comment
valid,pure_stagewise_score,20,0.1794682482504289,0.3853215817058817,0.2807669227179105,4.850265782908471,0.5159287825230732,0.0,0.8125000000000003,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917094940433002,0.0642694759228541,0.0502866563116606,0.3549308131947757,0.322117151479525,0.0,0.5700000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794682482504289,0.2711635835021106,0.1763283947419873,2.5903494602778934,0.2152127334506286,-0.0118378989114275,0.7916666666666674,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917094940433002,0.0241461660644499,0.0108512713291176,0.1296491869570551,0.1032936943649393,0.0,0.5733333333333335,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794682482504289,0.2783202021292537,0.1866244529942944,2.7997872890288127,0.2290558920783791,-0.0062745714285838,0.7833333333333341,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917094940433002,0.0314413047963602,0.0182864802777799,0.1716744656926421,0.1447573471487812,0.0,0.5466666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794682482504289,0.3806062457448276,0.2523501650809558,3.855022914290807,0.6435225336653584,0.0,0.7750000000000006,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917094940433002,0.0218321796544502,0.0080673543376353,0.1189793654966177,0.0978461732063478,0.0,0.5200000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794682482504289,0.3127142875911972,0.1962542757627126,2.949823075322798,0.4047324733513354,-0.0052382820625115,0.8500000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917094940433002,0.1603494972599117,0.1372713317283679,0.8877871883934156,1.010315363709984,0.0,0.6700000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794682482504289,0.3117836244007477,0.1871446887007455,2.7051744418814354,0.4375929848695893,-0.0115604757356593,0.8375000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917094940433002,0.1192031068582988,0.0996743564656577,0.7161017490722216,0.9648360420357038,0.0,0.5800000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794682482504289,0.278037312262172,0.1880378026820877,2.831056471768844,0.2245173938290682,0.0,0.8333333333333343,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917094940433002,0.0770948355892251,0.0608660100466772,0.4332060752880423,0.4938440578813775,0.0,0.5866666666666669,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794682482504289,0.278160772168144,0.1756537888933779,2.5495078285706847,0.2498015762229738,0.0,0.8000000000000008,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917094940433002,0.1122057370235354,0.0934198733713989,0.6722335383949969,0.8673845751425723,0.0,0.5000000000000001,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794682482504289,0.3255183147276395,0.1873505814418357,2.4448133551319007,0.5192449838145488,0.0,0.8000000000000005,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917094940433002,0.0723184705434709,0.0564745387249705,0.4703748361678772,0.5962825496315467,0.0,0.4600000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794648716788633,1.0152375367945838,0.6398403670946543,5.419568271156504,2.292278705381624,0.0,0.9375000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0916983623979265,-0.0080874368852401,-0.0206223771919473,-0.0413081039144903,-0.0703924061527925,0.0,0.6100000000000001,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794648716788633,0.9739611476614378,0.6054344297355162,4.814677213868772,2.1665663142327825,0.0,0.8625000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0916983623979265,-0.0005851064104576,-0.0130803605615651,-0.0029515816338796,-0.0263081866697867,0.0,0.5600000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794648716788633,0.8066342734427605,0.5386665048606785,5.209270932311029,1.6562465263266932,0.0,0.8833333333333344,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0916983623979265,0.0122811362830059,-0.0012674415965176,0.0635313221935132,0.0395434692936003,0.0,0.6066666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794648716788633,0.8134222565511231,0.5339063723995354,5.113397261053786,1.821914936700159,0.0,0.8500000000000009,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0916983623979265,0.0072951952999551,-0.0062913105676995,0.0381023313553891,0.0087629309570674,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794648716788633,0.6331771384302192,0.4511777649642583,6.067884146253302,1.1806446165902424,0.0,0.8500000000000005,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0916983623979265,0.0176694855675605,0.0040677021480856,0.1003625183496493,0.0654083173855799,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794648716788633,0.3601534967974611,0.2608247963741693,4.490294985437019,0.4477422789592213,0.0,0.8500000000000004,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0916983623979265,0.0217063709675646,0.0097431448747286,0.1082831389688379,0.0858914630959338,0.0,0.6500000000000002,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794648716788633,0.3602952918342397,0.2610237759504307,4.496987769302843,0.447831924969191,0.0,0.8125000000000003,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0916983623979265,0.0642694759228541,0.0502866563116606,0.3549308131947757,0.322117151479525,0.0,0.5700000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794648716788633,0.2711635835021106,0.1763283947419873,2.5903494602778934,0.2152127334506286,-0.0118378989114275,0.7916666666666674,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0916983623979265,0.0241461660644499,0.0108512713291176,0.1296491869570551,0.1032936943649393,0.0,0.5733333333333335,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794648716788633,0.2783202021292537,0.1866244529942944,2.7997872890288127,0.2290558920783791,-0.0062745714285838,0.7833333333333341,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0916983623979265,0.0314413047963602,0.0182864802777799,0.1716744656926421,0.1447573471487812,0.0,0.5466666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794648716788633,0.3806062457448276,0.2523501650809558,3.855022914290807,0.6435225336653584,0.0,0.7750000000000006,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0916983623979265,0.0218321796544502,0.0080673543376353,0.1189793654966177,0.0978461732063477,0.0,0.5200000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794648716788633,0.3127142875911972,0.1962542757627126,2.949823075322798,0.4047324733513354,-0.0052382820625115,0.8500000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0916983623979265,0.1603494972599117,0.1372713317283679,0.8877871883934156,1.010315363709984,0.0,0.6700000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794648716788633,0.3117836244007477,0.1871446887007455,2.7051744418814354,0.4375929848695893,-0.0115604757356593,0.8375000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0916983623979265,0.1192031068582988,0.0996743564656577,0.7161017490722216,0.9648360420357038,0.0,0.5800000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794648716788633,0.278037312262172,0.1880378026820877,2.831056471768844,0.2245173938290682,0.0,0.8333333333333343,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0916983623979265,0.0770948355892251,0.0608660100466772,0.4332060752880423,0.4938440578813775,0.0,0.5866666666666669,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794648716788633,0.278160772168144,0.1756537888933779,2.5495078285706847,0.2498015762229738,0.0,0.8000000000000008,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0916983623979265,0.1122057370235354,0.0934198733713989,0.6722335383949969,0.8673845751425723,0.0,0.5000000000000001,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794648716788633,0.3255183147276395,0.1873505814418357,2.4448133551319007,0.5192449838145488,0.0,0.8000000000000005,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0916983623979265,0.0723184705434709,0.0564745387249705,0.4703748361678772,0.5962825496315467,0.0,0.4600000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794658721814976,1.0152375367945838,0.6398403670946543,5.419568271156504,2.292278705381624,0.0,0.9375000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917103264447994,-0.0080874368852401,-0.0206223771919473,-0.0413081039144903,-0.0703924061527925,0.0,0.6100000000000001,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794658721814976,0.9739611476614378,0.6054344297355162,4.814677213868772,2.1665663142327825,0.0,0.8625000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917103264447994,-0.0005851064104576,-0.0130803605615651,-0.0029515816338796,-0.0263081866697867,0.0,0.5600000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794658721814976,0.8066342734427605,0.5386665048606785,5.209270932311029,1.6562465263266932,0.0,0.8833333333333344,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917103264447994,0.0122811362830059,-0.0012674415965176,0.0635313221935132,0.0395434692936003,0.0,0.6066666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794658721814976,0.8134222565511231,0.5339063723995354,5.113397261053786,1.821914936700159,0.0,0.8500000000000009,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917103264447994,0.0072951952999551,-0.0062913105676995,0.0381023313553891,0.0087629309570674,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794658721814976,0.6331771384302192,0.4511777649642583,6.067884146253302,1.1806446165902424,0.0,0.8500000000000005,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917103264447994,0.0176694855675605,0.0040677021480856,0.1003625183496493,0.06540831738558,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794658721814976,0.3601534967974611,0.2608247963741693,4.490294985437019,0.4477422789592213,0.0,0.8500000000000004,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917103264447994,0.0217063709675646,0.0097431448747286,0.1082831389688379,0.0858914630959338,0.0,0.6500000000000002,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794658721814976,0.3602952918342397,0.2610237759504307,4.496987769302843,0.447831924969191,0.0,0.8125000000000003,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917103264447994,0.0642694759228541,0.0502866563116606,0.3549308131947757,0.322117151479525,0.0,0.5700000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794658721814976,0.2711635835021106,0.1763283947419873,2.5903494602778934,0.2152127334506286,-0.0118378989114275,0.7916666666666674,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917103264447994,0.0241461660644499,0.0108512713291176,0.1296491869570551,0.1032936943649393,0.0,0.5733333333333335,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794658721814976,0.2783202021292537,0.1866244529942944,2.7997872890288127,0.2290558920783791,-0.0062745714285838,0.7833333333333341,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917103264447994,0.0344763132167733,0.0214034462122932,0.1875184543537883,0.1594568164897709,0.0,0.5466666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794658721814976,0.3806062457448276,0.2523501650809558,3.855022914290807,0.6435225336653584,0.0,0.7750000000000006,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917103264447994,0.0218321796544502,0.0080673543376353,0.1189793654966177,0.0978461732063477,0.0,0.5200000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794658721814976,0.3127142875911972,0.1962542757627126,2.949823075322798,0.4047324733513354,-0.0052382820625115,0.8500000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917103264447994,0.1603494972599117,0.1372713317283679,0.8877871883934156,1.010315363709984,0.0,0.6700000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794658721814976,0.3117836244007477,0.1871446887007455,2.7051744418814354,0.4375929848695893,-0.0115604757356593,0.8375000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917103264447994,0.1192031068582988,0.0996743564656577,0.7161017490722216,0.9648360420357038,0.0,0.5800000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794658721814976,0.278037312262172,0.1880378026820877,2.831056471768844,0.2245173938290682,0.0,0.8333333333333343,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917103264447994,0.0770948355892251,0.0608660100466772,0.4332060752880423,0.4938440578813775,0.0,0.5866666666666669,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794658721814976,0.278160772168144,0.1756537888933779,2.5495078285706847,0.2498015762229738,0.0,0.8000000000000008,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917103264447994,0.1122057370235354,0.0934198733713989,0.6722335383949969,0.8673845751425723,0.0,0.5000000000000001,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794658721814976,0.3255183147276395,0.1873505814418357,2.4448133551319007,0.5192449838145488,0.0,0.8000000000000005,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917103264447994,0.0710847133979073,0.0553435340637416,0.4630886834706951,0.5791426758254463,0.0,0.4640000000000002,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794584884133928,1.0152375367945838,0.6398403670946543,5.419568271156504,2.292278705381624,0.0,0.9375000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917053004580457,-0.0080874368852401,-0.0206223771919473,-0.0413081039144903,-0.0703924061527925,0.0,0.6100000000000001,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794584884133928,0.9739611476614378,0.6054344297355162,4.814677213868772,2.1665663142327825,0.0,0.8625000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917053004580457,-0.0005851064104576,-0.0130803605615651,-0.0029515816338796,-0.0263081866697867,0.0,0.5600000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794584884133928,0.8066342734427605,0.5386665048606785,5.209270932311029,1.6562465263266932,0.0,0.8833333333333344,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917053004580457,0.0122811362830059,-0.0012674415965176,0.0635313221935132,0.0395434692936003,0.0,0.6066666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794584884133928,0.8134222565511231,0.5339063723995354,5.113397261053786,1.821914936700159,0.0,0.8500000000000009,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917053004580457,0.0072951952999551,-0.0062913105676995,0.0381023313553891,0.0087629309570674,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794584884133928,0.6331771384302192,0.4511777649642583,6.067884146253302,1.1806446165902424,0.0,0.8500000000000005,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917053004580457,0.0176694855675605,0.0040677021480856,0.1003625183496493,0.06540831738558,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794584884133928,0.3601534967974611,0.2608247963741693,4.490294985437019,0.4477422789592213,0.0,0.8500000000000004,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917053004580457,0.0217063709675646,0.0097431448747286,0.1082831389688379,0.0858914630959338,0.0,0.6500000000000002,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794584884133928,0.3602952918342397,0.2610237759504307,4.496987769302843,0.447831924969191,0.0,0.8125000000000003,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917053004580457,0.0642694759228541,0.0502866563116606,0.3549308131947757,0.322117151479525,0.0,0.5700000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794584884133928,0.2711635835021106,0.1763283947419873,2.5903494602778934,0.2152127334506286,-0.0118378989114275,0.7916666666666674,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917053004580457,0.0241461660644499,0.0108512713291176,0.1296491869570551,0.1032936943649393,0.0,0.5733333333333335,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794584884133928,0.2783202021292537,0.1866244529942944,2.7997872890288127,0.2290558920783791,-0.0062745714285838,0.7833333333333341,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917053004580457,0.0344763132167733,0.0214034462122932,0.1875184543537883,0.1594568164897709,0.0,0.5466666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794584884133928,0.3806062457448276,0.2523501650809559,3.855022914290807,0.6435225336653586,0.0,0.7750000000000006,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917053004580457,0.0218321796544502,0.0080673543376353,0.1189793654966177,0.0978461732063477,0.0,0.5200000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794584884133928,0.3127142875911972,0.1962542757627126,2.949823075322798,0.4047324733513353,-0.0052382820625115,0.8500000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917053004580457,0.1603494972599117,0.1372713317283679,0.8877871883934156,1.010315363709984,0.0,0.6700000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1794584884133928,0.3201739709289259,0.1988451817135759,2.931956961112129,0.4474741047047113,-0.0052382820625114,0.8500000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.0917053004580457,0.1192031068582988,0.0996743564656577,0.7161017490722216,0.9648360420357038,0.0,0.5800000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794584884133928,0.2798819247354582,0.190741093010099,2.8799535344781995,0.2276361776256341,0.0,0.8416666666666676,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917053004580457,0.0770948355892251,0.0608660100466772,0.4332060752880423,0.4938440578813775,0.0,0.5866666666666669,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1794584884133928,0.278160772168144,0.1756537888933779,2.549507828570684,0.2498015762229738,0.0,0.8000000000000008,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.0917053004580457,0.1122057370235354,0.0934198733713989,0.6722335383949969,0.8673845751425723,0.0,0.5000000000000001,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1794584884133928,0.3202512821555867,0.1854880588458348,2.460200571116588,0.4882764950492802,0.0,0.8000000000000005,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.0917053004580457,0.0710847133979073,0.0553435340637416,0.4630886834706951,0.5791426758254462,0.0,0.4640000000000002,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1704977821565076,0.9464560884471362,0.6071479012325036,6.046959951271695,2.586730281293561,0.0,0.9250000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.091742551537303,-0.0080874368852401,-0.0206223771919473,-0.0413081039144903,-0.0703924061527925,0.0,0.6100000000000001,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1704977821565076,0.9065884909702062,0.5727419638733656,5.264228099083356,2.4900692844570105,0.0,0.8500000000000004,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.091742551537303,-0.0005851064104576,-0.0130803605615651,-0.0029515816338796,-0.0263081866697867,0.0,0.5600000000000003,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1704977821565076,0.7118181895027851,0.485370160474304,5.582217722861836,1.5372191153139934,0.0,0.875000000000001,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.091742551537303,0.0122811362830059,-0.0012674415965176,0.0635313221935132,0.0395434692936004,0.0,0.6066666666666669,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1704977821565076,0.7126608808469064,0.4863286167961332,5.611029813942154,1.5360363117833953,0.0,0.8500000000000009,1.0,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.091742551537303,0.0072951952999551,-0.0062913105676995,0.0381023313553891,0.0087629309570675,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1704977821565076,0.6279785081331559,0.4396224733886418,5.478345120056202,1.221436040047707,0.0,0.8600000000000005,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,50,0.091742551537303,0.0176694855675605,0.0040677021480856,0.1003625183496493,0.06540831738558,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1704977821565076,0.2285165847805743,0.1815796670787534,3.598222552980373,0.0615952685816804,0.0,0.8375000000000004,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.091742551537303,0.0217063709675646,0.0097431448747286,0.1082831389688379,0.0858914630959338,0.0,0.6500000000000002,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,20,0.1704977821565076,0.2337264755374466,0.1896740358705231,3.792599386700064,0.0721518046089447,0.0,0.8125000000000003,0.5,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,20,0.091742551537303,0.0642694759228541,0.0502866563116606,0.3549308131947757,0.322117151479525,0.0,0.5700000000000002,0.8,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1704977821565076,0.2925130196703807,0.1679838999385608,1.846265071344392,0.2921551024164396,-0.0118378989114276,0.8083333333333341,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.091742551537303,0.0241461660644499,0.0108512713291176,0.1296491869570551,0.1032936943649393,0.0,0.5800000000000003,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,30,0.1704977821565076,0.3419119872163494,0.209936975606939,2.0922224803395864,0.4124119235496815,0.0,0.7583333333333341,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
test,pure_stagewise_score,30,0.091742551537303,0.0344763132167733,0.0214034462122932,0.1875184543537883,0.1594568164897709,0.0,0.5533333333333335,0.6,holdout diagnostics only; not used for parameter choice
valid,pure_stagewise_score,50,0.1704977821565076,0.4061272955294288,0.2602885053950343,3.657291976167933,0.8376710813629338,0.0,0.7850000000000006,0.75,positive rankic with robust-selected portfolio metrics; validation only for selection
